id,cities,registration_date,start_date,days_reg_to_start,is_prospective,start_2006_2018,iv_status,recruitment_status,iv_interventional,study_type
NCT00136188,Erlangen,2005-08-25,2009-08-01T00:00:00Z,1437,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00137124,Erlangen,2005-08-26,2006-05-01T00:00:00Z,248,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00138944,Erlangen,2005-08-29,2007-01-01T00:00:00Z,490,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00146471,Berlin,2005-09-06,2006-01-01T00:00:00Z,117,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00150839,Erlangen,2005-09-06,2006-03-01T00:00:00Z,176,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00152698,Erlangen,2005-09-08,2009-11-01T00:00:00Z,1515,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00204516,Tübingen,2005-09-13,2007-04-01T00:00:00Z,565,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00237978,Dresden,2005-10-12,2006-09-01T00:00:00Z,324,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00243607,Berlin Heidelberg,2005-10-21,2006-05-01T00:00:00Z,192,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00262119,Frankfurt Marburg,2005-12-04,2006-02-01T00:00:00Z,59,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00267839,Erlangen,2005-12-20,2006-01-01T00:00:00Z,12,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00268138,Berlin,2005-12-21,2006-04-01T00:00:00Z,101,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00271713,Berlin,2006-01-03,2006-03-01T00:00:00Z,57,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00281515,Düsseldorf,2006-01-24,2006-01-01T00:00:00Z,-23,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00284687,Erlangen,2006-01-31,2006-07-01T00:00:00Z,151,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00289510,Berlin Hamburg Mainz,2006-02-09,2006-01-01T00:00:00Z,-39,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00292500,Leipzig,2006-02-14,2006-01-01T00:00:00Z,-44,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00293943,Hamburg Münster,2006-02-17,2006-02-01T00:00:00Z,-16,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00298597,Münster,2006-03-01,2006-03-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00298909,Leipzig,2006-03-02,2006-03-01T00:00:00Z,-1,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00299377,Leipzig,2006-03-02,2006-01-01T00:00:00Z,-60,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00299559,Dresden,2006-03-03,2006-03-01T00:00:00Z,-2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00306111,Tübingen,2006-03-20,2006-01-01T00:00:00Z,-78,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00307450,Dresden,2006-03-27,2006-03-01T00:00:00Z,-26,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00308854,Kiel,2006-03-29,2006-03-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00308867,Regensburg,2006-03-29,2006-03-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00309413,Köln,2006-03-30,2006-03-01T00:00:00Z,-29,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00309621,Heidelberg,2006-03-30,2006-04-01T00:00:00Z,2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00310492,Hannover,2006-04-02,2006-04-01T00:00:00Z,-1,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00311857,Heidelberg,2006-04-05,2006-02-01T00:00:00Z,-63,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00314067,Freiburg Tübingen,2006-04-10,2006-07-01T00:00:00Z,82,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00316524,LMU München,2006-04-19,2006-04-01T00:00:00Z,-18,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00322530,Heidelberg,2006-05-04,2006-04-01T00:00:00Z,-33,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00324675,Dresden,2006-05-09,2006-08-01T00:00:00Z,84,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00325676,Lübeck,2006-05-12,2006-06-01T00:00:00Z,20,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00326027,Leipzig,2006-05-15,2006-10-01T00:00:00Z,139,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00326989,Frankfurt,2006-05-16,2006-05-01T00:00:00Z,-15,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00328393,Erlangen,2006-05-17,2007-03-01T00:00:00Z,288,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00328536,Bochum,2006-05-19,2007-04-01T00:00:00Z,317,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00331136,Tübingen,2006-05-26,2006-06-01T00:00:00Z,6,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00331721,Heidelberg,2006-05-30,2006-05-01T00:00:00Z,-29,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00344253,Heidelberg,2006-06-22,2006-03-01T00:00:00Z,-113,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00346684,Köln,2006-06-29,2006-07-01T00:00:00Z,2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00348153,Heidelberg,2006-07-03,2006-08-01T00:00:00Z,29,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00348829,Leipzig,2006-07-05,2006-06-01T00:00:00Z,-34,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00349076,Erlangen,2006-07-05,2006-07-01T00:00:00Z,-4,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00349089,Heidelberg,2006-07-04,2006-09-26T00:00:00Z,84,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00350454,TU München,2006-07-07,2006-06-01T00:00:00Z,-36,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00351403,Homburg,2006-07-11,2006-07-01T00:00:00Z,-10,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00355095,Homburg,2006-07-20,2006-08-01T00:00:00Z,12,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00355862,Regensburg,2006-07-24,2006-01-01T00:00:00Z,-204,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00359918,Leipzig,2006-08-01,2006-08-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00362089,TU München,2006-08-08,2006-06-01T00:00:00Z,-68,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00366158,Heidelberg,2006-08-18,2006-08-01T00:00:00Z,-17,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00368121,Köln,2006-08-23,2006-08-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00368264,Berlin Düsseldorf Erlangen,2006-08-23,2006-09-01T00:00:00Z,9,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00368953,Leipzig,2006-08-28,2006-09-01T00:00:00Z,4,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00369018,Hannover,2006-08-28,2006-08-01T00:00:00Z,-27,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00370058,Erlangen,2006-08-29,2006-08-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00370500,Erlangen,2006-08-30,2007-04-01T00:00:00Z,214,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00372177,Dresden Leipzig,2006-09-05,2007-07-01T00:00:00Z,299,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00373373,Frankfurt Münster,2006-09-06,2006-09-01T00:00:00Z,-5,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00373438,Bonn Mannheim,2006-09-06,2009-01-01T00:00:00Z,848,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00373451,TU München,2006-09-07,2006-07-01T00:00:00Z,-68,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00375219,Heidelberg Mannheim,2006-09-08,2006-09-01T00:00:00Z,-7,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00382967,Berlin,2006-09-29,2006-10-01T00:00:00Z,2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00385346,Bonn,2006-10-05,2006-11-01T00:00:00Z,27,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00390585,TU München,2006-10-19,2006-07-01T00:00:00Z,-110,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00390702,Hamburg,2006-10-19,2006-10-01T00:00:00Z,-18,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00390832,TU München,2006-10-19,2006-12-01T00:00:00Z,43,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00391534,Bonn,2006-10-23,2006-10-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00393679,Tübingen,2006-10-27,2007-07-01T00:00:00Z,247,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00395252,Marburg,2006-11-01,2006-10-01T00:00:00Z,-31,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00396682,Hannover,2006-11-06,2007-02-01T00:00:00Z,87,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00397306,Homburg,2006-11-07,2006-11-01T00:00:00Z,-6,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00398411,Köln,2006-11-08,2006-10-01T00:00:00Z,-38,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00398489,TU München,2006-11-09,2006-10-01T00:00:00Z,-39,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00398671,Berlin,2006-11-13,2006-01-01T00:00:00Z,-316,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00400387,Jena,2006-11-15,2006-11-01T00:00:00Z,-14,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00401453,Mannheim,2006-11-17,2007-01-01T00:00:00Z,45,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00402675,Leipzig,2006-11-20,2006-07-01T00:00:00Z,-142,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00403013,Münster,2006-11-22,2007-04-01T00:00:00Z,130,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00404092,Köln,2006-11-24,2006-10-01T00:00:00Z,-54,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00405873,Freiburg,2006-11-29,2007-03-01T00:00:00Z,92,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00406575,Berlin,2006-11-30,2006-11-01T00:00:00Z,-29,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00407667,Berlin,2006-12-01,2006-12-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00408187,Berlin Münster,2006-12-04,2006-12-01T00:00:00Z,-3,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00408915,Regensburg,2006-12-05,2006-07-01T00:00:00Z,-157,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00409409,Berlin,2006-12-07,2006-12-01T00:00:00Z,-6,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00411151,Mainz,2006-12-11,2006-12-01T00:00:00Z,-10,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00413127,Münster,2006-12-18,2007-09-01T00:00:00Z,257,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00413439,Köln,2006-12-18,2006-05-01T00:00:00Z,-231,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00414349,Kiel,2006-12-20,2006-12-01T00:00:00Z,-19,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00419081,Berlin Dresden Düsseldorf Regensburg,2007-01-05,2006-07-01T00:00:00Z,-188,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00419601,Köln,2007-01-05,2006-11-01T00:00:00Z,-65,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00422149,Ulm,2007-01-12,2006-09-01T00:00:00Z,-133,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00422773,Dresden,2007-01-15,2007-01-01T00:00:00Z,-14,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00422890,Dresden,2007-01-15,2007-01-01T00:00:00Z,-14,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00422916,Witten-Herdecke,2007-01-16,2007-01-01T00:00:00Z,-15,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00425425,TU München,2007-01-19,2006-07-01T00:00:00Z,-202,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00425698,Hannover Homburg,2007-01-22,2007-02-01T00:00:00Z,10,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00427180,Hamburg,2007-01-25,2006-12-01T00:00:00Z,-55,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00427466,Tübingen,2007-01-26,2007-01-01T00:00:00Z,-25,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00430508,Bochum,2007-02-01,2007-02-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00430950,Bochum,2007-02-01,2007-02-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00431145,LMU München,2007-02-01,2006-10-01T00:00:00Z,-123,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00431483,LMU München,2007-02-01,2007-02-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00432107,Berlin,2007-02-06,2006-07-01T00:00:00Z,-220,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00433459,Halle,2007-02-08,2007-01-01T00:00:00Z,-38,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00433927,LMU München,2007-02-09,2007-01-01T00:00:00Z,-39,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00434161,Leipzig,2007-02-08,2006-12-01T00:00:00Z,-69,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00434759,Mannheim,2007-02-09,2006-09-01T00:00:00Z,-161,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00436098,TU München,2007-02-15,2007-02-01T00:00:00Z,-14,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00437307,Berlin,2007-02-19,2007-03-01T00:00:00Z,10,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00438451,Mainz,2007-02-21,2007-01-01T00:00:00Z,-51,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00439439,TU München,2007-02-21,2006-10-01T00:00:00Z,-143,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00439933,Heidelberg,2007-02-22,2007-04-01T00:00:00Z,38,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00440167,LMU München,2007-02-22,2006-06-01T00:00:00Z,-266,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00440674,Hamburg,2007-02-23,2007-02-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00441415,Dresden Frankfurt Kiel Lübeck Magdeburg,2007-02-27,2007-02-01T00:00:00Z,-26,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00444093,Giessen Marburg,2007-03-06,2007-03-05T00:00:00Z,-1,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00444431,Duisburg,2007-03-05,2007-03-01T00:00:00Z,-4,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00445081,Dresden,2007-03-07,2007-03-01T00:00:00Z,-6,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00445289,Kiel,2007-03-07,2007-03-01T00:00:00Z,-6,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00445575,Berlin,2007-03-08,2007-07-22T00:00:00Z,136,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00447304,Heidelberg,2007-03-13,2006-10-01T00:00:00Z,-163,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00449969,Münster,2007-03-20,2007-04-01T00:00:00Z,12,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00449995,Berlin Dresden TU München,2007-02-23,2007-03-01T00:00:00Z,6,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00452192,Erlangen,2007-03-26,2006-11-01T00:00:00Z,-145,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00452569,Münster,2007-03-23,2006-02-01T00:00:00Z,-415,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00453895,Würzburg,2007-03-28,2007-07-01T00:00:00Z,95,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00454103,Würzburg,2007-03-28,2007-03-01T00:00:00Z,-27,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00454129,Heidelberg,2007-03-29,2007-03-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00456092,Erlangen Frankfurt Heidelberg Köln Leipzig,2007-04-02,2007-03-05T00:00:00Z,-28,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00457327,Heidelberg,2007-04-04,2006-07-01T00:00:00Z,-277,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00457431,Hamburg Jena Leipzig Lübeck,2007-04-04,2007-04-03T00:00:00Z,-1,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00457951,Hannover,2007-04-06,2007-04-01T00:00:00Z,-5,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00461656,Greifswald Halle LMU München,2007-04-17,2009-09-01T00:00:00Z,868,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00462007,Giessen Marburg,2007-04-17,2006-09-01T00:00:00Z,-228,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00463749,Leipzig,2007-04-18,2006-12-01T00:00:00Z,-138,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00464893,Hamburg,2007-04-23,2007-04-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00465257,Heidelberg,2007-04-23,2007-05-01T00:00:00Z,8,TRUE,TRUE,TRUE,Suspended,TRUE,Interventional
NCT00466102,Aachen,2007-04-25,2006-12-01T00:00:00Z,-145,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00469638,Leipzig,2007-05-03,2007-05-01T00:00:00Z,-2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00473486,Frankfurt Münster,2007-05-14,2007-05-01T00:00:00Z,-13,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00473499,Homburg,2007-05-14,2007-07-01T00:00:00Z,48,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00473603,Berlin,2007-05-14,2006-12-01T00:00:00Z,-164,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00473772,Homburg,2007-05-14,2007-07-01T00:00:00Z,48,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00475956,Duisburg,2007-05-18,2007-05-01T00:00:00Z,-17,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00478777,Bonn,2007-05-23,2007-03-01T00:00:00Z,-83,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00478933,Duisburg,2007-05-23,2007-02-01T00:00:00Z,-111,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00479609,Berlin,2007-05-25,2007-04-01T00:00:00Z,-54,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00480077,Heidelberg,2007-05-29,2007-03-01T00:00:00Z,-89,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00481000,Mannheim,2007-05-31,2007-04-01T00:00:00Z,-60,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00490594,Heidelberg,2007-06-20,2007-06-01T00:00:00Z,-19,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00490828,LMU München,2007-06-21,2007-06-01T00:00:00Z,-20,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00490984,Mannheim,2007-06-21,2006-02-01T00:00:00Z,-505,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00491036,Leipzig,2007-06-22,2009-06-01T00:00:00Z,710,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00491491,Göttingen,2007-06-25,2007-06-01T00:00:00Z,-24,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00493909,Freiburg,2007-06-28,2007-06-01T00:00:00Z,-27,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00494884,Bochum,2007-06-29,2007-06-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00495859,Heidelberg,2007-07-02,2008-04-01T00:00:00Z,274,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00496457,Düsseldorf,2007-06-22,2007-05-01T00:00:00Z,-52,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00496470,Hannover,2007-07-03,2007-05-01T00:00:00Z,-63,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00497289,LMU München,2007-07-04,2006-01-01T00:00:00Z,-549,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00502554,Hannover,2007-07-16,2007-08-01T00:00:00Z,16,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00503659,Frankfurt,2007-07-18,2007-02-01T00:00:00Z,-167,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00504400,Bonn,2007-07-18,2007-08-01T00:00:00Z,14,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00506688,LMU München,2007-07-24,2007-07-01T00:00:00Z,-23,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00507494,Dresden,2007-07-25,2007-07-01T00:00:00Z,-24,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00507637,Bonn,2007-07-25,2007-08-01T00:00:00Z,7,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00507832,Münster,2007-07-26,2007-04-01T00:00:00Z,-116,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00507988,Heidelberg,2007-07-25,2007-08-01T00:00:00Z,7,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00508664,Leipzig,2007-07-27,2007-07-01T00:00:00Z,-26,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00509184,Heidelberg,2007-07-30,2008-03-01T00:00:00Z,215,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00509808,Berlin,2007-07-31,2007-01-01T00:00:00Z,-211,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00510393,Leipzig,2007-08-01,2008-03-01T00:00:00Z,213,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00510588,Leipzig,2007-08-01,2007-07-01T00:00:00Z,-31,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00510705,Leipzig,2007-08-01,2007-07-01T00:00:00Z,-31,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00510965,Bonn,2007-08-01,2007-08-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00511160,Tübingen,2007-08-02,2007-08-01T00:00:00Z,-1,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00511277,Berlin Bochum Göttingen,2007-08-02,2007-08-01T00:00:00Z,-1,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00511446,Halle,2007-08-02,2007-08-01T00:00:00Z,-1,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00512135,Berlin,2007-08-06,2007-06-18T00:00:00Z,-49,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00512915,TU München,2007-08-07,2006-12-01T00:00:00Z,-249,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00512980,Köln,2007-08-07,2008-08-01T00:00:00Z,360,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00514423,TU München,2007-08-09,2006-09-01T00:00:00Z,-342,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00515476,Hannover,2007-08-09,2007-06-01T00:00:00Z,-69,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00515554,Köln,2007-08-10,2008-05-01T00:00:00Z,265,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00515970,Tübingen,2007-08-13,2007-12-01T00:00:00Z,110,TRUE,TRUE,TRUE,Suspended,TRUE,Interventional
NCT00519740,Frankfurt,2007-08-22,2006-08-01T00:00:00Z,-386,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00521560,Berlin Hannover Heidelberg Kiel Mainz Homburg,2007-08-27,2006-03-01T00:00:00Z,-544,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00522015,Tübingen,2007-08-27,2008-02-01T00:00:00Z,158,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00522132,Tübingen,2007-08-28,2007-09-01T00:00:00Z,4,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00523393,Heidelberg,2007-08-29,2007-08-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00525291,Giessen,2007-09-04,2007-07-01T00:00:00Z,-65,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00525668,Berlin,2007-09-04,2007-09-01T00:00:00Z,-3,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00525811,Freiburg,2007-09-05,2007-06-01T00:00:00Z,-96,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00528125,Homburg,2007-09-11,2007-09-01T00:00:00Z,-10,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00528671,Kiel,2007-09-11,2006-01-01T00:00:00Z,-618,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00529165,Jena,2007-09-13,2007-07-01T00:00:00Z,-74,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00530491,Heidelberg Ulm,2007-09-13,2007-09-01T00:00:00Z,-12,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT00530738,Berlin,2007-09-14,2007-09-01T00:00:00Z,-13,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00531726,Berlin Dresden Hannover LMU München,2007-09-18,2007-09-01T00:00:00Z,-17,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT00532025,Duisburg Mainz,2007-09-18,2007-09-01T00:00:00Z,-17,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT00533221,Freiburg,2007-09-12,2007-10-01T00:00:00Z,19,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
